                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "0d28d5f"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250623"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                                      45                                      474                  1.8281309940044158E-001                 -1.5160251739045081E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.1941835532161127E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.1941835532161127E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6846260457678909E+001                  1.4247528760307394E-017                 -1.6846260457678909E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6846260457678909E+001                  1.4247528760307394E-017                 -1.6846260457678909E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6178711182305796E+000                  3.9558809849578802E+000                  2.2648514168822769E+000                  1.0844560525942606E+000                  0.0000000000000000E+000                  9.3426642063389984E+000                 -4.5892680906091572E+000                  5.7521119927656885E+000                  6.2187847376151528E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861423E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      50                                      489                  4.5497190750010669E-001                 -1.1201189436663841E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2621453058992068E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2621453058992068E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6845156708682726E+001                  1.4283784564610608E-017                 -1.6845156708682726E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6845156708682726E+001                  1.4283784564610608E-017                 -1.6845156708682726E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6178801328479251E+000                  3.9557817885929869E+000                  2.2647837894651395E+000                  1.0845913074285349E+000                  0.0000000000000000E+000                  9.3429355336136837E+000                 -4.5890612367430288E+000                  5.7521775918337079E+000                  6.2187838886707170E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861410E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      55                                      474                  1.1321901128706655E+000                 -7.2421271342826010E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2902518643258700E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.2902518643258700E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6842411628026710E+001                  1.4374355187116961E-017                 -1.6842411628026710E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6842411628026710E+001                  1.4374355187116961E-017                 -1.6842411628026710E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6179029124216271E+000                  3.9555375278580298E+000                  2.2646160999502576E+000                  1.0849266864582987E+000                  0.0000000000000000E+000                  9.3436101408350520E+000                 -4.5885468765353554E+000                  5.7523406564626658E+000                  6.2187817775373577E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861401E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      60                                      489                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.3221896084428664E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.3221896084428664E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6835594220117347E+001                  1.4601779297110619E-017                 -1.6835594220117347E+001                 -9.8999999999999986E+001                 -3.2511239531709968E+001                 -1.6835594220117347E+001                  1.4601779297110619E-017                 -1.6835594220117347E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6179596316045930E+000                  3.9549318237743059E+000                  2.2641998095424638E+000                  1.0857592672738865E+000                  0.0000000000000000E+000                  9.3452859353269027E+000                 -4.5872688748007500E+000                  5.7527455440011330E+000                  6.2187765300954878E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861379E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        2 
                                      65                                      474                  7.0104823457635828E+000                  6.7599747047987935E-002                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.4082620755501220E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.4082620755501220E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6818714146555461E+001                  1.5180492215512690E-017                 -1.6818714146555461E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6818714146555461E+001                  1.5180492215512690E-017                 -1.6818714146555461E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6181006512724823E+000                  3.9534332392117464E+000                  2.2631684779254058E+000                  1.0878219305080028E+000                  0.0000000000000000E+000                  9.3494386567768348E+000                 -4.5841002617746387E+000                  5.7537478001153994E+000                  6.2187635054836021E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        3 
                                      70                                      491                  1.7444397846610435E+001                  4.6350597728611193E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.5206417541596707E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  2.5206417541596707E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6777221805780908E+001                  1.6702373616494903E-017                 -1.6777221805780908E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6777221805780908E+001                  1.6702373616494903E-017                 -1.6777221805780908E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6184489201904881E+000                  3.9497485872339992E+000                  2.2606296141005195E+000                  1.0928996581577748E+000                  0.0000000000000000E+000                  9.3596682140189191E+000                 -4.5762852897885695E+000                  5.7562103889871175E+000                  6.2187312741487166E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861340E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        3 
                                      75                                      477                  4.3407318465677669E+001                  8.5941220752423608E-001                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998982745142195E-001                  3.0511689031522633E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9998982745142195E-001                  3.0511689031522633E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6677031427348286E+001                  2.1036262071493471E-017                 -1.6677031427348286E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6677031427348286E+001                  2.1036262071493471E-017                 -1.6677031427348286E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6192758085561270E+000                  3.9407517504154530E+000                  2.2544774189599703E+000                  1.1052040484388737E+000                  0.0000000000000000E+000                  9.3845010334395909E+000                 -4.5572575709832099E+000                  5.7621513465653296E+000                  6.2186519649176930E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861319E-003                  9.3805276451495410E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        3 
                                      80                                      493                  1.0801137310051504E+002                  1.2553184377623601E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999085651146946E-001                  4.8168329605625261E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999085651146946E-001                  4.8168329605625261E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.6444715575445688E+001                  3.5915707382262876E-017                 -1.6444715575445688E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.6444715575445688E+001                  3.5915707382262876E-017                 -1.6444715575445688E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6213036878320857E+000                  3.9200821297151895E+000                  2.2400868500579203E+000                  1.1339851862429731E+000                  0.0000000000000000E+000                  9.4428597858798149E+000                 -4.5122231868186988E+000                  5.7759029872140015E+000                  6.2184579624215730E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                      85                                      497                  2.6876693432947360E+002                  1.6512246680004841E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999290477536351E-001                  9.4685193850425911E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999290477536351E-001                  9.4685193850425911E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5951154972391164E+001                  1.1190384977414099E-016                 -1.5951154972391164E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5951154972391164E+001                  1.1190384977414099E-016                 -1.5951154972391164E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6257110402947887E+000                  3.8755049166404141E+000                  2.2089835385951253E+000                  1.1961918091685635E+000                  0.0000000000000000E+000                  9.5711114662901355E+000                 -4.4117815500571300E+000                  5.8051389534628823E+000                  6.2179850662828895E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                      90                                      512                  6.6877821244671566E+002                  2.0471308982386081E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999519798401804E-001                  2.0951839328855890E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999519798401804E-001                  2.0951839328855890E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5049949735186420E+001                  8.9135409660500085E-016                 -1.5049949735186420E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.5049949735186420E+001                  8.9135409660500085E-016                 -1.5049949735186420E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6338011831040777E+000                  3.7925568415052915E+000                  2.1513292154089871E+000                  1.3115004555408396E+000                  0.0000000000000000E+000                  9.8230886100736221E+000                 -4.2102342183667947E+000                  5.8596363880997586E+000                  6.2169880299400215E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        5 
                                      95                                      525                  1.3620389110632684E+003                  2.1675642831056106E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999722414068348E-001                  3.9744459521978459E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999722414068348E-001                  3.9744459521978459E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.4001450348331250E+001                  9.9666601964914126E-015                 -1.4001450348331250E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.4001450348331250E+001                  9.9666601964914126E-015                 -1.4001450348331250E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6432710469113272E+000                  3.7037094121979774E+000                  2.0879657731408310E+000                  1.4382273400771521E+000                  0.0000000000000000E+000                  1.0145880754527752E+001                 -3.9480670501933255E+000                  5.9262863157734174E+000                  6.2159244889973786E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                     100                                      525                  2.3003877446577681E+003                  2.3221686751821005E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999810736832973E-001                  5.8459917446085319E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999810736832973E-001                  5.8459917446085319E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.2991029900558376E+001                  1.0208691958936067E-013                 -1.2991029900558376E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2991029900558376E+001                  1.0208691958936067E-013                 -1.2991029900558376E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6517346503575023E+000                  3.6430378997419028E+000                  2.0407028100204432E+000                  1.5327532663179277E+000                  0.0000000000000000E+000                  1.0478045812165877E+001                 -3.6790132218451617E+000                  5.9947919606276923E+000                  6.2149242207386513E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                     105                                      532                  3.5477768230298157E+003                  2.4879661446961352E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999861206984209E-001                  7.6697712964580278E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999861206984209E-001                  7.6697712964580278E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.1909821533181704E+001                  1.2307744352437653E-012                 -1.1909821533181704E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.1909821533181704E+001                  1.2307744352437653E-012                 -1.1909821533181704E+001                 -3.6181139881232092E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6595910784450032E+000                  3.6347360408209033E+000                  2.0208390243849421E+000                  1.5724808375889301E+000                  0.0000000000000000E+000                  1.0838288732211547E+001                 -3.3930408808127250E+000                  6.0729246447355854E+000                  6.2139549247850456E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        4 
                                     110                                      535                  4.9379149564161353E+003                  2.5226191500872224E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999848589446394E-001                  9.2143034009554325E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999848589446394E-001                  9.2143034009554325E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.0777830113159411E+001                  1.6678995320712592E-011                 -1.0777830113159411E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.0777830113159411E+001                  1.6678995320712592E-011                 -1.0777830113159411E+001                 -3.2305094228039422E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6671279189146144E+000                  3.7410407584158616E+000                  2.0589177022431988E+000                  1.4963234818724163E+000                  0.0000000000000000E+000                  1.1207219311909263E+001                 -3.1095541566501863E+000                  6.1599067372962573E+000                  6.2132298138498843E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        5 
                                     115                                      599                  6.2459937942730512E+003                  2.3922970254203206E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9516443194265347E-001                  9.8668046366847018E-001                  9.9999804428064087E-001                  9.9716288879567816E-001                  9.9516443194265347E-001                  9.8668046366847018E-001                  9.9999804428064087E-001                  9.9716288879567816E-001                 -9.6425137890931456E+000                  2.2776459241749549E-010                 -9.6425137890931456E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -9.6425137890931456E+000                  2.2776459241749549E-010                 -9.6425137890931456E+000                 -2.8427537020354148E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6836985029385341E+000                  3.9312586641008789E+000                  2.1208854870378686E+000                  1.3723879122830771E+000                  0.0000000000000000E+000                  1.1569076869858677E+001                 -2.8417859691056875E+000                  6.2531306358900975E+000                  6.2126367941774607E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712338E+000                                        0                                        5 
                                     120                                      581                  7.4254112582458574E+003                  2.3413064875911851E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9762189325819883E-001                  9.9331616645596754E-001                  9.9999936912211007E-001                  9.9994415154108962E-001                  9.9762189325819883E-001                  9.9331616645596754E-001                  9.9999936912211007E-001                  9.9994415154108962E-001                 -8.6476670299666907E+000                  2.2507795988233102E-009                 -8.6476670299666907E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.6476670299666907E+000                  2.2507795988233102E-009                 -8.6476670299666907E+000                 -2.5044637885360434E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7360991172332421E+000                  4.0061050625206516E+000                  2.0535074576583381E+000                  1.5071439710421375E+000                  0.0000000000000000E+000                  1.1892779730009014E+001                 -2.6068542899772305E+000                  6.3400118289409111E+000                  6.2121684710244685E-001                  8.5000496627254207E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861379E-003                  9.3805276451495445E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000014E+001                  4.1995530354712329E+000                                        0                                        8 
                                     125                                      595                  8.0119101762768387E+003                  1.9641025325203634E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9859530111791739E-001                  9.9570208093534840E-001                  9.9999207667223933E-001                  9.9997033537777447E-001                  9.9859530111791739E-001                  9.9570208093534840E-001                  9.9999207667223933E-001                  9.9997033537777447E-001                 -8.2042369670758379E+000                  6.2483166855906982E-009                 -8.2042369670758379E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -8.2042369670758379E+000                  6.2483166855906982E-009                 -8.2042369670758379E+000                 -2.3551424339116959E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7636970894094337E+000                  4.0222128105711503E+000                  2.0063653873312046E+000                  1.6014281116964051E+000                  0.0000000000000000E+000                  1.2043096486700643E+001                 -2.4973616317945289E+000                  6.3800295374251732E+000                  6.2119703170496776E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  6.9999999999999996E-001                  2.7997020236474884E-001                  3.4468833607861358E-003                  9.3805276451495410E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000009E+001                  4.1995530354712329E+000                                        2                                        6 
