                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                               "0d28d5f"                               "gfortran"                                 "13.3.0"                    "x86_64-linux-24.7.1"                                 "CRMATH"                               "20250624"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99                                      100                                      101                                      102                                      103                                      104                                      105                                      106                                      107                                      108                                      109                                      110                                      111                                      112                                      113                                      114                                      115                                      116                                      117                                      118                                      119                                      120                                      121                                      122                                      123                                      124                                      125                                      126                                      127                                      128                                      129                                      130                                      131                                      132                                      133                                      134                                      135                                      136                                      137                                      138                                      139                                      140                                      141                                      142 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                           conv_mx1_top_r                               mix_type_1                               mix_qtop_1                               mix_type_2                               mix_qtop_2                               mix_type_3                               mix_qtop_3                               mix_type_4                               mix_qtop_4                               mix_type_5                               mix_qtop_5                               mix_type_6                               mix_qtop_6                               mix_type_7                               mix_qtop_7                               mix_type_8                               mix_qtop_8                               mix_type_9                               mix_qtop_9                              mix_type_10                              mix_qtop_10                              mix_type_11                              mix_qtop_11                              mix_type_12                              mix_qtop_12                              mix_type_13                              mix_qtop_13                              mix_type_14                              mix_qtop_14                              mix_type_15                              mix_qtop_15                              mix_type_16                              mix_qtop_16                              mix_type_17                              mix_qtop_17                              mix_type_18                              mix_qtop_18                              mix_type_19                              mix_qtop_19                              mix_type_20                              mix_qtop_20                              cz_top_mass                            cz_top_radius                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                              burn_type_1                              burn_qtop_1                              burn_type_2                              burn_qtop_2                              burn_type_3                              burn_qtop_3                              burn_type_4                              burn_qtop_4                              burn_type_5                              burn_qtop_5                              burn_type_6                              burn_qtop_6                              burn_type_7                              burn_qtop_7                              burn_type_8                              burn_qtop_8                              burn_type_9                              burn_qtop_9                             burn_type_10                             burn_qtop_10                             burn_type_11                             burn_qtop_11                             burn_type_12                             burn_qtop_12                             burn_type_13                             burn_qtop_13                             burn_type_14                             burn_qtop_14                             burn_type_15                             burn_qtop_15                             burn_type_16                             burn_qtop_16                             burn_type_17                             burn_qtop_17                             burn_type_18                             burn_qtop_18                             burn_type_19                             burn_qtop_19                             burn_type_20                             burn_qtop_20                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                   radius                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters                             elapsed_time 
                                       1                                      569                  1.0000000000000000E+000                  0.0000000000000000E+000                  4.9999999997721138E+000                  3.3997475914676897E+001                 -9.6422812805247506E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8629835122654868E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8629835122654868E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4264569474934248E+001                                        0                  2.8629835122654868E-002                                        1                  9.9999968413966811E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999983885751638E+000                  3.4264569474934248E+001                 -1.2165722750423244E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2165722750423244E+001                 -1.2165722750423244E+001                 -3.7220963256425406E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6479614027158540E+000                  2.6170970664047744E+000                  3.4298797064800517E+001                  1.5352788886351765E+000                  2.0664798543490051E+000                  0.0000000000000000E+000                  1.1256469910074124E+001                 -2.9285136701584076E+000                  6.0495540431776593E+000                  6.2152213127600453E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861475E-003                  9.3805276451495428E-003                  3.4468833607861492E-003                  9.3805276451495410E-003                  3.4999999998404796E+000                  1.3998510117599423E+000                                        0                                        2                  7.7402092000000006E-002 
                                       2                                      571                  2.2000000000000002E+000                  7.9181246047624804E-002                  4.9999999994986855E+000                  3.3997475914653144E+001                 -9.6423386004817235E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8634248034113647E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8634248034113647E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4262752268944716E+001                                        0                  2.8634248034113647E-002                                        1                  9.9999968416728735E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999983883017363E+000                  3.4262752268944716E+001                 -1.2165429001175092E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2165429001175092E+001                 -1.2165429001175092E+001                 -3.7219965586195585E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6480691561425216E+000                  2.6174823857249265E+000                  3.4296992734638295E+001                  1.5352560414419170E+000                  2.0665255487117742E+000                  0.0000000000000000E+000                  1.1256556975083983E+001                 -2.9284473645087492E+000                  6.0495748695507867E+000                  6.2152210126044560E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861470E-003                  9.3805276451495428E-003                  3.4468833607861483E-003                  9.3805276451495428E-003                  3.4999999996490803E+000                  1.3998510116833909E+000                                        0                                        3                  1.2951821750000001E+000 
                                       3                                      570                  3.6400000000000001E+000                  1.5836249209524964E-001                  4.9999999991701927E+000                  3.3997475914624609E+001                 -9.6418375653474691E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8629027582726035E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8629027582726035E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4260655120907813E+001                                        0                  2.8629027582726035E-002                                        1                  9.9999968453865851E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999983879732426E+000                  3.4260655120907813E+001                 -1.2165076547486709E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2165076547486709E+001                 -1.2165076547486709E+001                 -3.7218768469047056E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6480718978696558E+000                  2.6174402554186544E+000                  3.4294896208886740E+001                  1.5352294928345123E+000                  2.0665786458980508E+000                  0.0000000000000000E+000                  1.1256661447895230E+001                 -2.9283678015405834E+000                  6.0495998598182723E+000                  6.2152206524530373E-001                  8.5000496627254196E-001                  1.2966429887659305E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861475E-003                  9.3805276451495445E-003                  3.4468833607861483E-003                  9.3805276451495410E-003                  3.4999999994191353E+000                  1.3998510115914231E+000                                        0                                        2                  1.4080064619999999E+000 
                                       4                                      570                  5.3680000000000003E+000                  2.3754373814287447E-001                  4.9999999987760733E+000                  3.3997475914590382E+001                 -9.6419166889939412E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8626691585490211E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8626691585490211E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4258142873951414E+001                                        0                  2.8626691585490211E-002                                        1                  9.9999968460204613E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999983875791241E+000                  3.4258142873951414E+001                 -1.2164653688198802E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2164653688198802E+001                 -1.2164653688198802E+001                 -3.7217332217640951E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6480757402329460E+000                  2.6173920152386603E+000                  3.4292384772544494E+001                  1.5351976880179350E+000                  2.0666422554969728E+000                  0.0000000000000000E+000                  1.1256786796771234E+001                 -2.9282723401522128E+000                  6.0496298437934639E+000                  6.2152202203537343E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474895E-001                  3.4468833607861475E-003                  9.3805276451495410E-003                  3.4468833607861479E-003                  9.3805276451495445E-003                  3.4999999991432520E+000                  1.3998510114810818E+000                                        0                                        2                  1.5456221139999999E+000 
                                       5                                      570                  7.4416000000000002E+000                  3.1672498419049927E-001                  4.9999999983032311E+000                  3.3997475914549305E+001                 -9.6420084656732250E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8629793146069043E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8629793146069043E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4255129176865815E+001                                        0                  2.8629793146069043E-002                                        1                  9.9999968467960165E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999983871062810E+000                  3.4255129176865815E+001                 -1.2164146381209699E+001                 -9.8999999999999986E+001                 -2.7694759601086268E+001                 -1.2164146381209699E+001                 -1.2164146381209699E+001                 -3.7215609178518214E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6480803510838720E+000                  2.6173341462389774E+000                  3.4289372047938166E+001                  1.5351595318162417E+000                  2.0667185678592888E+000                  0.0000000000000000E+000                  1.1256937185372271E+001                 -2.9281578084457753E+000                  6.0496658165300978E+000                  6.2152197019872135E-001                  8.5000496627254196E-001                  1.2966429887659305E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861475E-003                  9.3805276451495445E-003                  3.4468833607861470E-003                  9.3805276451495445E-003                  3.4999999988122608E+000                  1.3998510113486997E+000                                        0                                        2                  1.6593122140000001E+000 
                                       6                                      570                  9.9299199999999992E+000                  3.9590623023812410E-001                  4.9999999977359639E+000                  3.3997475914500036E+001                 -9.6421185637198157E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8636337057908672E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999967776060994E-001                  2.8636337057908672E-002                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.4251514045589893E+001                                        0                  2.8636337057908672E-002                                        1                  9.9999968477256140E-001                                        0                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                                       -1                  1.0000000000000000E+000                  4.9999983865390147E+000                  3.4251514045589893E+001                 -1.2163537791423536E+001                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -1.2163537791423536E+001                 -1.2163537791423536E+001                 -3.7213542207972196E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                                        0                  1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                                    -9999                 -1.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.6480858822488740E+000                  2.6172647202158026E+000                  3.4285758083066106E+001                  1.5351137564746511E+000                  2.0668101184931977E+000                  0.0000000000000000E+000                  1.1257117607587256E+001                 -2.9280204018711320E+000                  6.0497089713301113E+000                  6.2152190801866547E-001                  8.5000496627254196E-001                  1.2966429887659308E+000                  7.0000000000000007E-001                  2.7997020236474890E-001                  3.4468833607861470E-003                  9.3805276451495428E-003                  3.4468833607861470E-003                  9.3805276451495410E-003                  3.4999999984151740E+000                  1.3998510111898812E+000                                        0                                        2                  1.7779584669999999E+000 
